code_station,libelle_station,code_departement,libelle_departement,code_commune,libelle_commune,code_region,libelle_region,code_bassin,libelle_bassin,code_cours_eau,libelle_cours_eau,code_campagne,code_reseau,libelle_reseau,code_ecoulement,libelle_ecoulement,longitude,latitude,date_campagne,nombre_modalite_ecoulement,code_type_campagne,libelle_type_campagne,uri_reseau,Annee
Y7010001,L'Ancino au pont de la RD 18,2B,Haute-Corse,2B081,CASTIGLIONE,94,Corse,12,Corse,Y7010540,Ruisseau de Bornalinco,495,0000000134,Onde OFB,2,Ecoulement non visible,9.132306344,42.397879759,2012-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
Y7010001,L'Ancino au pont de la RD 18,2B,Haute-Corse,2B081,CASTIGLIONE,94,Corse,12,Corse,Y7010540,Ruisseau de Bornalinco,329,0000000134,Onde OFB,2,Ecoulement non visible,9.132306344,42.397879759,2012-07-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
Y7010001,L'Ancino au pont de la RD 18,2B,Haute-Corse,2B081,CASTIGLIONE,94,Corse,12,Corse,Y7010540,Ruisseau de Bornalinco,272,0000000134,Onde OFB,1f,Ecoulement visible faible,9.132306344,42.397879759,2012-07-11,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2012
Y7010001,L'Ancino au pont de la RD 18,2B,Haute-Corse,2B081,CASTIGLIONE,94,Corse,12,Corse,Y7010540,Ruisseau de Bornalinco,248,0000000134,Onde OFB,1f,Ecoulement visible faible,9.132306344,42.397879759,2012-06-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
Y7010001,L'Ancino au pont de la RD 18,2B,Haute-Corse,2B081,CASTIGLIONE,94,Corse,12,Corse,Y7010540,Ruisseau de Bornalinco,86,0000000134,Onde OFB,1a,Ecoulement visible acceptable,9.132306344,42.397879759,2012-05-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,97179,0000000134,Onde OFB,1a,Ecoulement visible acceptable,9.122511325,42.517186728,2023-04-24,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,97145,0000000134,Onde OFB,1a,Ecoulement visible acceptable,9.122511325,42.517186728,2023-03-24,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,97050,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2023-02-22,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,97026,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2023-01-23,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,97008,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-12-14,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96968,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-11-22,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96960,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-11-11,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96880,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-10-24,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96861,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-10-10,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96833,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-09-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96720,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2022-09-09,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96622,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-08-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96584,0000000134,Onde OFB,3,Assec,9.122511325,42.517186728,2022-08-10,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96505,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2022-07-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96382,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2022-07-11,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96363,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-06-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96217,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-05-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96067,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-04-25,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96056,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2022-03-25,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,96025,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2021-10-25,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95871,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2021-09-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95798,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2021-08-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95744,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2021-08-16,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95698,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2021-07-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95592,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2021-06-30,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95452,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2021-05-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95227,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2020-10-26,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,95125,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2020-09-24,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,94928,0000000134,Onde OFB,3,Assec,9.122511325,42.517186728,2020-08-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,94892,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2020-08-14,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,94764,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2020-07-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,94668,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2020-06-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,94511,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2020-05-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,92413,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-10-28,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,91415,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-09-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,90630,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-08-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,89421,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-07-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,88101,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-06-20,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,87352,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-05-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,86503,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-04-24,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,86501,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2019-04-02,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2019
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,84902,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-10-25,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,83652,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-09-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,82626,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-08-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,81417,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-07-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,80854,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-06-19,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,79605,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-05-29,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,79200,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-04-25,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,79100,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-03-21,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,79001,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-03-06,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,79000,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2018-02-06,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2018
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,77850,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-11-22,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,77650,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-11-07,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,77255,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-10-24,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,76371,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-09-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,76370,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-08-30,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,75308,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2017-08-29,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,74853,0000000134,Onde OFB,3,Assec,9.122511325,42.517186728,2017-08-16,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,74400,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2017-08-01,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,73853,0000000134,Onde OFB,2,Ecoulement non visible,9.122511325,42.517186728,2017-07-19,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,73029,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-06-28,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,73028,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-05-23,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,71963,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2017-05-22,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,68851,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2016-09-21,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,68453,0000000134,Onde OFB,3,Assec,9.122511325,42.517186728,2016-09-06,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2016
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,68289,0000000134,Onde OFB,3,Assec,9.122511325,42.517186728,2016-08-22,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,68154,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2016-07-22,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,68096,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2016-06-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,67852,0000000134,Onde OFB,1,Ecoulement visible,9.122511325,42.517186728,2016-05-18,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2016
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,67453,0000000134,Onde OFB,3,Assec,9.122511325,42.517186728,2015-09-22,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,67402,0000000134,Onde OFB,1f,Ecoulement visible faible,9.122511325,42.517186728,2015-08-27,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,67252,0000000134,Onde OFB,1a,Ecoulement visible acceptable,9.122511325,42.517186728,2015-07-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
Y7110001,La Tartagine au pont de la RD 547 au hameau de Piana,2B,Haute-Corse,2B080,CASTIFAO,94,Corse,12,Corse,Y7110500,Rivière de Tartagine,66944,0000000134,Onde OFB,1a,Ecoulement visible acceptable,9.122511325,42.517186728,2015-06-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
